id,file,status,high_findings,top_rank,latency_ms
e7bbc8cb-b27a-4861-9b9a-133333e1a811,/Users/rickglenn/dytallix/ModuleTests/CodeShield/artifacts/corpus/safe/SimpleVault__e2f83b5846.sol,done,0,,0.0
4bc09606-ec4e-4639-94be-ff223233ff38,/Users/rickglenn/dytallix/ModuleTests/CodeShield/artifacts/corpus/safe/SimpleVault__6f5dabb6a8.sol,done,0,,0.0
01054fea-9f4e-43c9-9a4c-9c4b6ba1c284,/Users/rickglenn/dytallix/ModuleTests/CodeShield/artifacts/corpus/safe/SimpleVault__ef2a000827.sol,done,0,,0.0
a7edf657-e4f4-4a61-91a1-cdbeead553a8,/Users/rickglenn/dytallix/ModuleTests/CodeShield/artifacts/corpus/safe/SimpleVault__f16ee1604d.sol,done,0,,0.0
4087a990-ee4a-4c37-9615-aff00f4344c8,/Users/rickglenn/dytallix/ModuleTests/CodeShield/artifacts/corpus/safe/SimpleVault__598ffbb9ac.sol,done,0,,0.0
0513658d-fcb2-4c0f-b8b1-f81a283ea15d,/Users/rickglenn/dytallix/ModuleTests/CodeShield/artifacts/corpus/safe/SimpleVault__274bdd5274.sol,done,0,,0.0
588e61a1-4d18-4403-87bb-a6bc9b583ac9,/Users/rickglenn/dytallix/ModuleTests/CodeShield/artifacts/corpus/safe/SimpleVault__303077ad62.sol,done,0,,0.0
1057111d-44d6-4e54-8fde-243020f2acc2,/Users/rickglenn/dytallix/ModuleTests/CodeShield/artifacts/corpus/safe/SimpleVault__2db2bb5d37.sol,done,0,,0.0
ec7809f5-de88-433a-bc1f-43cca1668147,/Users/rickglenn/dytallix/ModuleTests/CodeShield/artifacts/corpus/safe/SimpleVault__fe384d141d.sol,done,0,,0.0
5b09727c-5fcc-4454-9482-e3da89cb59d1,/Users/rickglenn/dytallix/ModuleTests/CodeShield/artifacts/corpus/upgradeable/Proxy__d59848da85.sol,done,1,2.0,0.0
d3ef1ea5-efa2-49d4-bdbe-6731b87c4f87,/Users/rickglenn/dytallix/ModuleTests/CodeShield/artifacts/corpus/upgradeable/Proxy__b6c87b6b3d.sol,done,1,2.0,0.0
4b2e4bb5-c377-499c-a921-700a81274b13,/Users/rickglenn/dytallix/ModuleTests/CodeShield/artifacts/corpus/upgradeable/Proxy__fbd4111d32.sol,done,1,2.0,0.0
aaeea81b-f91c-4d51-b271-65843b3bf3f5,/Users/rickglenn/dytallix/ModuleTests/CodeShield/artifacts/corpus/upgradeable/Proxy__3b7d125e1d.sol,done,1,2.0,0.0
90c356ab-dc63-4893-9556-c1db67c3401e,/Users/rickglenn/dytallix/ModuleTests/CodeShield/artifacts/corpus/upgradeable/Proxy__def6c91c97.sol,done,1,2.0,0.0
997b077a-527b-43ab-9005-9157f10bbe2c,/Users/rickglenn/dytallix/ModuleTests/CodeShield/artifacts/corpus/upgradeable/Proxy__6f32dbd719.sol,done,1,2.0,0.0
5963cb68-8821-42f5-b6d2-7c156efad694,/Users/rickglenn/dytallix/ModuleTests/CodeShield/artifacts/corpus/upgradeable/Proxy__a30b5713eb.sol,done,1,2.0,0.0
d0bfee8e-17d7-4cde-be19-f27d2e958a23,/Users/rickglenn/dytallix/ModuleTests/CodeShield/artifacts/corpus/upgradeable/Proxy__222dc7a755.sol,done,1,2.0,0.0
7610e2e0-3cc2-4d52-882e-9390c28790d9,/Users/rickglenn/dytallix/ModuleTests/CodeShield/artifacts/corpus/upgradeable/Proxy__3d1725cee5.sol,done,1,2.0,0.0
1abe25ed-05e8-4b86-8359-5e6938d0ff9c,/Users/rickglenn/dytallix/ModuleTests/CodeShield/artifacts/corpus/upgradeable/ImplV1__91292afddf.sol,done,1,2.0,0.0
b51e0ea5-3c76-48aa-a85c-9a5e6a783c8e,/Users/rickglenn/dytallix/ModuleTests/CodeShield/artifacts/corpus/upgradeable/ImplV1__c4af805a31.sol,done,1,2.0,0.0
d8242db9-96bc-4bde-b7dc-49b89872a5b5,/Users/rickglenn/dytallix/ModuleTests/CodeShield/artifacts/corpus/upgradeable/ImplV1__7b50bc0e43.sol,done,1,2.0,0.0
d622403d-69ce-4959-a51f-1fa93ffa9961,/Users/rickglenn/dytallix/ModuleTests/CodeShield/artifacts/corpus/upgradeable/ImplV1__e98fbac147.sol,done,1,2.0,0.0
b45fb0a2-b5bd-4f4e-8ad6-398d858e0459,/Users/rickglenn/dytallix/ModuleTests/CodeShield/artifacts/corpus/upgradeable/ImplV1__c75b9d233c.sol,done,1,2.0,0.0
dcc5aa08-c7a2-4970-a9e1-d2ae06bd539a,/Users/rickglenn/dytallix/ModuleTests/CodeShield/artifacts/corpus/upgradeable/ImplV1__234049478e.sol,done,1,2.0,0.0
428984c5-2cba-494d-91b0-61456ea0574d,/Users/rickglenn/dytallix/ModuleTests/CodeShield/artifacts/corpus/upgradeable/ImplV1__a062f6364b.sol,done,1,2.0,0.0
78419efa-690b-4352-ac0c-21c9a7a84ded,/Users/rickglenn/dytallix/ModuleTests/CodeShield/artifacts/corpus/upgradeable/ImplV1__1465e75900.sol,done,1,2.0,0.0
977b0af9-629b-44f8-8abe-bd39332599e9,/Users/rickglenn/dytallix/ModuleTests/CodeShield/artifacts/corpus/upgradeable/ImplV1__dcec1826d3.sol,done,1,2.0,0.0
a2356c41-6cac-404c-90ba-c202da5bd5c2,/Users/rickglenn/dytallix/ModuleTests/CodeShield/artifacts/corpus/upgradeable/ImplV2__d9df3c1bc6.sol,done,1,2.0,0.0
3c33b664-0729-4e4d-9ca8-0fdcf6676f04,/Users/rickglenn/dytallix/ModuleTests/CodeShield/artifacts/corpus/upgradeable/ImplV2__5b7bb2a9c2.sol,done,1,2.0,0.0
a12add92-68b5-432a-a37c-3fb5040b889c,/Users/rickglenn/dytallix/ModuleTests/CodeShield/artifacts/corpus/upgradeable/ImplV2__329cac457f.sol,done,1,2.0,0.0
2119ad7e-11cc-4d43-9f3a-ff33754809fd,/Users/rickglenn/dytallix/ModuleTests/CodeShield/artifacts/corpus/upgradeable/ImplV2__f8744cb2a6.sol,done,1,2.0,0.0
071c3f6d-2686-4d10-bbbf-22af336eca4f,/Users/rickglenn/dytallix/ModuleTests/CodeShield/artifacts/corpus/upgradeable/ImplV2__ad60093f39.sol,done,1,2.0,0.0
cb80b2b4-e0f7-42a0-99a1-756277f0562b,/Users/rickglenn/dytallix/ModuleTests/CodeShield/artifacts/corpus/upgradeable/ImplV2__92605d4b7c.sol,done,1,2.0,0.0
089c6ac1-25fa-4c01-8686-58f5f85d6924,/Users/rickglenn/dytallix/ModuleTests/CodeShield/artifacts/corpus/upgradeable/ImplV2__12b8e10b73.sol,done,1,2.0,0.0
1b57fa65-54ee-4f33-8fd9-afbcc70d9063,/Users/rickglenn/dytallix/ModuleTests/CodeShield/artifacts/corpus/upgradeable/ImplV2__6f5b313856.sol,done,1,2.0,0.0
01276892-4170-4609-9fa0-f8bbb95ddc7f,/Users/rickglenn/dytallix/ModuleTests/CodeShield/artifacts/corpus/upgradeable/ImplV2__85e4c314a0.sol,done,1,2.0,0.0
11cbf5ff-656f-4077-9c19-4839bd964f20,/Users/rickglenn/dytallix/ModuleTests/CodeShield/artifacts/Gas_loop_small.sol,done,0,,0.0
3fb11a8d-7afc-4a2d-b68c-4b0af8bb0c47,/Users/rickglenn/dytallix/ModuleTests/CodeShield/artifacts/Gas_loop_medium.sol,done,0,,0.0
764a73e6-268f-430d-98ac-1a2e2990de12,/Users/rickglenn/dytallix/ModuleTests/CodeShield/artifacts/Gas_branching.sol,done,0,,0.0
